!Series_title	"Amyotrophic lateral sclerosis"
!Series_geo_accession	"GSE833"
!Series_status	"Public on Nov 14 2003"
!Series_submission_date	"Nov 11 2003"
!Series_last_update_date	"Jul 08 2016"
!Series_pubmed_id	"14645737"
!Series_summary	"Identification of amyotrophic lateral sclerosis (ALS) associated genes. Post mortem spinal cord grey matter from sporadic and familial ALS patients compared with controls."
!Series_summary	"Keywords: other"
!Series_type	"Expression profiling by array"
!Series_contributor	"Fernando,,Dangond"
!Series_contributor	"Robert,H,Brown"
!Series_contributor	"Steven,R,Gullans"
!Series_sample_id	"GSM6826 GSM6827 GSM6828 GSM6829 GSM6830 GSM6831 GSM6832 GSM6833 GSM6834 GSM6835 GSM6836 "
!Series_contact_name	"Fernando,,Dangond"
!Series_contact_email	"fdangond@rics.bwh.harvard.edu"
!Series_contact_phone	"617-768-8597"
!Series_contact_department	" "
!Series_contact_institute	"Brigham and Women's Hospital Laboratories"
!Series_contact_address	" "
!Series_contact_city	"Cambridge"
!Series_contact_state	"MA"
!Series_contact_zip/postal_code	"02139"
!Series_contact_country	"USA"
!Series_platform_id	"GPL80"
!Series_platform_taxid	"9606"
!Series_sample_taxid	"9606"
!Series_relation	"BioProject: https://www.ncbi.nlm.nih.gov/bioproject/PRJNA87835"

!Sample_title	"Control gray matter 1"	"ALS gray matter 6 Sporadic"	"ALS gray matter 7 Sporadic"	"Control gray matter 2"	"Control gray matter 3"	"Control gray matter 4"	"ALS gray matter 1 Familial"	"ALS gray matter 2 Familial"	"ALS gray matter 3 Sporadic"	"ALS gray matter 4 Sporadic"	"ALS gray matter 5 Sporadic"
!Sample_geo_accession	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
!Sample_status	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"	"Public on Nov 08 2003"
!Sample_submission_date	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"	"Jun 11 2003"
!Sample_last_update_date	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"	"May 28 2005"
!Sample_type	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"	"RNA"
!Sample_channel_count	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"	"1"
!Sample_source_name_ch1	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"	"spinal cord"
!Sample_organism_ch1	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"	"Homo sapiens"
!Sample_molecule_ch1	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"	"total RNA"
!Sample_taxid_ch1	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"	"9606"
!Sample_description	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"	"RNA isolated from post-mortem tissues"
!Sample_platform_id	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"	"GPL80"
!Sample_contact_name	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"	"Fernando,,Dangond"
!Sample_contact_email	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"	"fdangond@rics.bwh.harvard.edu"
!Sample_contact_phone	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"	"617-768-8597"
!Sample_contact_department	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_institute	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"	"Brigham and Women's Hospital Laboratories"
!Sample_contact_address	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "	" "
!Sample_contact_city	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"	"Cambridge"
!Sample_contact_state	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"	"MA"
!Sample_contact_zip/postal_code	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"	"02139"
!Sample_contact_country	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"	"USA"
!Sample_supplementary_file	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"	"NONE"
!Sample_data_row_count	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"	"7070"
!series_matrix_table_begin
"ID_REF"	"GSM6826"	"GSM6827"	"GSM6828"	"GSM6829"	"GSM6830"	"GSM6831"	"GSM6832"	"GSM6833"	"GSM6834"	"GSM6835"	"GSM6836"
"J04040_at"	706	4274	900	391	734	1189	341	20	20	20	195
"J04046_s_at"	8732	16881	8535	2082	9066	19621	5581	4764	5445	6088	4847
"J04056_at"	2688	320	1825	817	1722	1328	8995	175	2984	4646	4146
"J04058_at"	452	3602	805	550	995	896	1407	471	616	607	640
"J04076_at"	20	867	81	20	20	20	20	20	20	20	20
"J04080_at"	4279	5387	3863	4800	7658	1546	10715	13132	5778	12261	3326
"J04088_at"	483	890	1125	20	20	498	936	399	855	288	716
"J04093_s_at"	20	20	20	283	233	20	20	1	20	29	20
"J04101_at"	1355	20	630	20	20	20	20	20	20	20	1965
"J04102_at"	20	20	20	20	20	20	20	20	1277	176	20
"J04111_at"	257	1670	789	224	1567	197	504	1001	531	460	529
"J04130_s_at"	1001	3008	626	4619	1088	1615	249	2561	514	900	1423
"J04132_at"	19	20	20	20	20	20	349	20	657	164	697
"J04152_rna1_s_at"	20	1740	20	20	20	20	20	80	20	20	146
"J04156_at"	20	20	20	20	391	76	70	20	20	116	117
"J04162_at"	1330	3720	2415	1506	2653	1577	3041	1339	2304	1326	1304
"J04164_at"	34915	39015	6961	28954	15654	4033	77567	45277	69843	62979	68534
"J04168_at"	363	1176	244	251	1235	232	243	20	154	187	20
"J04173_at"	15375	19311	17715	13689	21948	25759	24038	14035	15307	16561	15714
"J04177_at"	1780	1278	1275	1767	1467	1067	1367	816	743	659	634
"J04182_at"	13793	8088	13459	10224	18202	14647	9886	14886	7869	17130	16172
"J04430_s_at"	694	1557	20	956	262	1241	651	6996	650	531	2045
"J04444_at"	1714	20	20	20	20	20	2709	20	20	20	20
"J04449_at"	20	20	20	20	20	20	20	20	20	20	20
"J04456_at"	29255	14526	20307	19430	38219	36453	41383	33511	27147	17570	29191
"J04469_at"	2277	4126	3069	2422	4101	7614	1877	620	1231	346	1030
"J04501_at"	20	20	309	20	20	20	1165	1147	1020	2561	2808
"J04513_at"	136	60	414	444	141	648	490	328	404	701	425
"J04543_at"	694	701	1438	48	110	2268	2676	2100	2531	2024	821
"J04599_at"	7609	5978	9314	9112	9557	6568	1940	3797	9967	3232	1780
"J04605_at"	3011	2327	1962	2462	1672	1759	3330	2377	2765	2642	1989
"J04611_at"	2308	20	20	20	2332	878	5453	3621	1359	2198	1948
"J04615_at"	42757	46941	27960	25917	37209	48335	49626	30483	49964	30994	33286
"J04617_s_at"	71462	73705	83687	45134	116277	81822	36235	50738	35123	47738	39028
"J04621_at"	20	2578	20	20	20	20	697	20	229	58	265
"J04739_at"	20	3101	472	20	250	365	309	1468	20	261	20
"J04742_at"	20	20	20	112	51	20	20	20	20	20	287
"J04760_at"	616	20	20	1536	20	20	20	847	20	20	20
"J04794_at"	6430	2330	6755	20	2046	4010	6151	9521	4930	4105	11035
"J04809_rna1_at"	1474	7967	2916	110	5839	4323	3541	2426	3392	2102	3780
"J04810_s_at"	199	1526	35	20	492	113	20	193	289	20	20
"J04823_rna1_at"	14689	22766	14447	14641	15345	21949	41436	15825	22047	25244	41303
"J04948_at"	3976	20	670	4350	2249	2382	1255	1108	2606	2391	2695
"J04970_at"	392	1118	273	20	161	20	630	2711	417	415	990
"J04973_at"	1239	20	752	75	2055	1902	2154	1574	1084	1560	20
"J04982_at"	1578	20	428	20	1187	2580	2472	870	1499	945	458
"J04988_at"	29314	31789	17706	23783	39128	37960	32164	22954	35140	24583	23730
"J04990_at"	2946	4925	3218	5670	5447	3554	1617	1865	2755	1509	2193
"J05008_at"	59	20	20	897	20	421	1298	20	2198	249	160
"J05016_rna1_s_at"	358	62	235	334	983	269	76	460	206	411	409
"J05032_at"	497	1031	1355	445	247	497	2028	575	1496	1005	1052
"J05036_s_at"	89	1544	20	632	26	340	144	188	322	77	20
"J05037_at"	20	20	20	20	20	20	20	20	20	20	20
"J05068_at"	20	20	191	20	20	20	20	20	113	20	20
"J05070_at"	20	20	20	20	20	825	20	29	699	201	256
"J05073_at"	20	3036	29	20	20	20	2333	1317	433	1721	748
"J05096_rna1_at"	4380	20	3809	9599	3149	3867	3776	3118	2521	2623	2759
"J05125_at"	20	193	20	20	20	20	20	139	81	20	20
"J05158_at"	20	20	20	459	20	20	20	20	20	20	20
"J05200_rna1_s_at"	20	20	20	20	20	20	20	20	20	20	20
"J05213_at"	20	20	486	20	20	215	20	20	20	45	20
"J05243_at"	7179	10690	9620	5372	9044	16618	14528	17536	10465	14005	15602
"J05249_at"	4896	10994	9416	4871	10109	7845	10204	7026	6251	7620	6835
"J05252_s_at"	575	1202	1356	150	1070	2901	164	223	665	398	341
"J05253_s_at"	194	1364	2213	20	1726	2852	343	754	277	576	1703
"J05257_at"	20	20	317	20	20	20	1097	1072	1230	577	729
"J05272_at"	2360	2707	3486	958	9149	5963	4268	2309	4190	2510	3427
"J05401_at"	20	682	20	201	491	816	576	971	1000	435	75
"J05412_at"	519	20	2779	2065	2076	1207	996	896	1195	1820	1698
"J05428_at"	220	2331	12	894	354	20	75	300	473	197	20
"J05448_at"	20	20	20	20	20	59	684	20	20	1000	59
"J05459_at"	20	20	20	20	120	20	727	20	136	141	20
"J05500_at"	2796	20	1285	6231	2861	1456	1384	20	1349	1218	2378
"J05556_at"	150	4280	227	447	1023	41	182	148	123	328	20
"J05582_s_at"	20	1329	1850	945	3180	908	371	1287	557	824	895
"J05614_at"	20	383	1464	232	20	383	264	20	20	20	20
"J05633_at"	2068	832	20	594	351	1268	1037	2073	591	1188	20
"J05682_at"	676	1007	482	453	575	963	1731	1267	600	693	737
"K01160_s_at"	440	20	64	382	257	113	3621	3079	527	136	1979
"K01383_at"	1556	20	1611	2376	928	517	868	905	2190	1245	502
"K01396_at"	2213	11117	2656	3235	2907	1199	7004	4146	3014	6060	1338
"K01884_at"	206	3723	20	999	815	20	6	20	646	134	364
"K01900_at"	456	904	396	1257	770	760	208	708	381	452	574
"K01911_at"	148	20	678	1317	20	20	120	62	678	247	22
"K02054_at"	842	65	748	2047	450	1152	77	1370	1519	20	553
"K02100_at"	112	1510	569	565	20	299	508	95	170	22	944
"K02215_at"	7299	4735	14019	6814	5912	6211	19718	10797	5265	7819	7887
"K02268_at"	1405	4307	20	20	3555	939	738	418	2621	1664	251
"K02402_at"	20	2152	20	20	88	20	20	20	51	20	20
"K02405_f_at"	4761	20	9913	4457	5991	2607	8131	11677	4526	6567	3590
"K02545_cds2_at"	225	20	341	200	20	20	9	342	809	106	20
"K02574_at"	2420	6741	3205	4483	3255	2194	4045	2760	5792	3790	3458
"K02765_at"	8804	31625	31560	6643	8677	1137	30516	40963	17599	31168	7275
"K02766_at"	547	761	114	482	20	89	14	20	392	169	316
"K02777_s_at"	417	1302	675	524	20	93	183	260	341	658	1093
"K02882_cds1_s_at"	1233	20	1206	1025	20	20	680	231	550	627	620
"K03008_cds1_at"	20	917	193	20	164	26	20	20	20	20	20
"K03008_cds2_at"	1430	820	681	2158	553	484	901	632	493	589	820
"K03021_at"	940	20	1608	2810	2615	1440	612	1007	2991	548	942
"K03183_f_at"	5390	20	20	20	643	20	20	20	20	460	2736
"K03189_f_at"	55	20	5418	20	1438	2717	2006	3475	4288	1774	2806
"K03192_f_at"	709	20	1371	1449	20	638	24	130	20	426	272
"K03195_at"	4302	1728	4112	5430	7355	4162	5806	4344	15911	4812	4840
"K03204_f_at"	20	20	20	20	20	20	20	20	20	20	20
"K03207_f_at"	20	20	20	20	20	20	20	20	20	20	20
"K03218_at"	20	20	20	797	20	20	20	20	20	20	20
"K03430_at"	10534	35002	10835	7880	5699	1562	22753	29644	9097	13020	8387
"K03431_cds1_at"	3832	9295	7371	7765	8628	4217	1724	6005	2147	6088	4065
"K03460_at"	1110	12894	3282	3889	1245	2853	4575	4462	4161	3309	2315
"K03474_at"	20	20	228	399	20	20	783	20	20	20	20
"K03494_s_at"	20	20	20	20	20	20	20	20	20	20	20
"K03498_xpt1_s_at"	1979	1104	801	4599	1521	449	189	676	603	471	203
"K03515_at"	10044	20193	11521	6043	14123	16615	12053	11301	10998	10259	7072
"L00022_s_at"	20	273	22	20	20	20	208	20	20	320	20
"L00058_at"	20	564	20	20	346	20	29	184	20	20	62
"L00137_cds1_at"	916	4562	980	3178	20	431	20	20	20	20	20
"L00190_s_at"	496	20	510	375	20	20	116	373	20	263	7
"L00205_at"	781	2487	20	2542	20	1562	20	20	20	20	20
"L00352_at"	1571	2358	1150	4257	2222	2403	1953	317	2070	1417	1425
"L00354_at"	86	20	59	237	20	1631	612	20	641	572	463
"L00389_f_at"	10005	375	1031	30655	3048	20	396	20	1329	535	1754
"L00634_s_at"	788	20	2429	20	1188	3043	881	690	1362	1467	1023
"L00635_at"	1634	3731	2288	3839	5511	4253	1046	839	1846	1617	1594
"L00972_at"	1276	3207	2270	2483	2212	1814	1742	2048	909	1653	2428
"L01042_at"	179	20	20	20	380	20	148	20	20	10	20
"L01087_at"	20	20	20	20	20	20	133	20	366	20	20
"L01406_at"	1428	20	20	1666	20	20	521	332	49	20	20
"L01664_at"	20	1161	143	20	20	587	21	20	133	3	339
"L02320_at"	20	20	577	766	1482	24	259	174	884	76	296
"L02321_at"	2548	228	3370	3535	20	726	2390	2320	1205	779	2953
"L02326_f_at"	1069	20	2661	1685	273	20	20	1816	2017	555	1505
"L02426_at"	3625	5783	6227	5603	5975	9906	7130	3313	3725	5036	4931
"L02547_at"	20	20	20	20	20	20	293	645	352	123	20
"L02648_at"	3311	78	20	5241	20	20	1423	3099	2355	955	1848
"L02785_at"	20	20	20	779	146	20	20	5	238	147	331
"L02840_at"	888	552	1516	818	611	1781	755	189	782	297	729
"L02867_at"	20	1245	3953	20	3102	1405	1277	763	860	1570	1648
"L02932_at"	515	2059	20	20	20	20	20	361	404	144	20
"L02950_at"	160	20	515	3024	20	237	268	316	599	74	321
"L03411_s_at"	3570	324	20	3903	20	910	1921	3888	968	2006	3990
"L03427_at"	89	87	107	20	20	4	20	278	20	20	171
"L03532_at"	2289	2159	2310	1012	1391	1371	1530	2485	1706	737	956
"L03785_at"	2027	4070	3676	2530	2030	2833	1364	2207	1573	1063	2335
"L03840_s_at"	1002	1268	20	2317	249	20	37	75	199	20	274
"L04270_at"	20	20	20	20	20	20	1345	20	1147	20	363
"L04282_at"	466	20	1152	251	1344	1656	857	1229	983	1192	583
"L04483_s_at"	29298	48650	27995	26942	39626	48667	28070	45660	31675	47254	46769
"L04490_at"	20	207	20	20	20	986	2649	2164	693	20	1791
"L04510_at"	612	674	132	1050	20	128	392	20	144	106	20
"L04569_at"	20	20	20	20	20	20	20	20	20	20	20
"L04656_at"	140	2486	1051	981	2130	543	308	20	844	84	113
"L04731_at"	927	1273	20	20	2663	20	20	20	3619	20	20
"L04733_at"	2405	1466	3322	4200	3152	4544	4045	2008	3632	1784	1336
"L04751_at"	643	1166	396	3765	20	20	43	98	67	295	413
"L04947_at"	20	20	20	20	20	20	20	20	20	20	20
"L04953_at"	2004	5909	2456	2270	1617	2271	638	1281	1195	480	1753
"L05072_s_at"	757	20	98	20	20	20	327	1081	20	225	234
"L05144_at"	223	2421	637	543	20	31	141	111	2164	162	20
"L05147_at"	20	20	20	20	20	20	20	20	20	20	20
"L05148_at"	1355	20	448	3234	20	696	1301	1640	1462	335	949
"L05187_at"	1889	6146	2427	5219	7371	4425	723	1160	1766	991	2301
"L05188_f_at"	888	20	1030	220	1109	809	292	796	800	792	1536
"L05424_cds2_at"	635	827	20	20	20	177	225	70	20	20	20
"L05425_at"	1194	1719	20	20	775	267	1158	685	561	41	211
"L05500_at"	20	20	827	172	20	20	63	89	247	279	20
"L05512_at"	834	3880	1268	2050	2318	1447	857	963	2922	675	1342
"L05514_f_at"	115	20	20	174	20	20	155	242	20	81	20
"L05515_at"	364	1882	20	20	1561	557	195	164	857	27	20
"L05568_at"	399	1423	20	20	889	20	20	241	108	506	710
"L05597_at"	20	875	20	20	474	8	20	10	59	41	126
"L05606_at"	20	20	20	20	20	20	20	20	20	20	20
"L05624_s_at"	20	20	20	20	2311	20	20	622	20	20	20
"L05628_s_at"	20	20	20	20	20	20	20	20	20	20	20
"L05779_at"	2794	3429	1549	3287	151	990	2556	1418	2000	1938	1945
"L06132_at"	5318	4514	5792	3208	8283	7383	6419	4359	6515	3925	3364
"L06133_at"	312	20	20	349	925	108	222	117	18	292	188
"L06139_at"	20	20	20	20	20	20	42	379	1442	17	20
"L06147_at"	20	545	20	20	20	20	20	20	20	20	20
"L06175_at"	579	20	20	1206	20	668	20	20	867	335	202
"L06419_at"	523	20	20	20	20	1055	1144	1089	2999	20	20
"L06499_at"	182606	232511	124652	189812	222113	152531	126755	78574	175042	86101	162154
"L06505_at"	27029	36855	26078	20024	42001	25691	56952	40859	49288	31129	54610
"L06633_at"	20	20	20	20	20	20	94	73	266	34	211
"L06797_s_at"	127	560	1554	631	2354	20	2448	2669	933	5004	1531
"L06845_at"	1808	20	20	20	20	20	955	595	727	20	20
"L06895_at"	20	20	20	20	20	20	20	20	20	20	20
"L07033_at"	2225	357	3095	1193	1629	2993	4324	2063	2998	2900	3394
"L07044_at"	8929	2934	3930	4872	7101	7258	2589	4414	5922	5508	8202
"L07077_at"	153	284	153	523	20	630	20	169	20	20	20
"L07261_s_at"	168	428	844	522	192	20	20	221	82	115	20
"L07493_at"	1833	4692	1019	2500	2488	607	1158	597	571	771	1325
"L07515_at"	2174	1381	1131	3192	2700	3043	1422	1223	1851	971	1567
"L07540_at"	20	20	20	20	20	20	20	20	20	20	20
"L07541_at"	118	2474	264	2	207	377	196	832	462	108	490
"L07548_at"	2577	4105	2402	7695	477	1715	2299	2608	1726	1350	5177
"L07590_at"	257	223	1152	108	1041	1292	817	527	1300	728	612
"L07592_at"	809	20	20	1356	1234	20	20	20	20	20	20
"L07594_at"	109	398	861	886	20	544	903	1085	484	899	20
"L07597_at"	20	528	20	20	20	20	454	123	20	20	20
"L07615_at"	150	702	177	20	20	256	6	20	73	27	202
"L07633_at"	3613	5320	4045	2291	6098	3632	3856	5459	3678	4156	3255
"L07648_at"	5499	3015	5042	5507	6865	6719	5821	5362	5979	9556	12749
"L07738_at"	20	684	20	20	20	20	395	20	1783	20	196
"L07758_at"	649	147	427	1685	2061	1566	1261	763	978	999	910
"L07765_at"	1248	2472	1758	1838	2472	1714	686	1306	1506	798	617
"L07807_s_at"	3305	2367	1918	59	5602	12147	1638	1990	893	1841	1406
"L07868_at"	270	20	20	302	20	20	20	20	33	128	20
"L07919_at"	1	20	20	20	20	20	20	20	20	20	20
"L07949_at"	20	589	57	372	20	20	20	20	198	53	122
"L07956_at"	543	384	269	58	326	1248	1198	582	618	608	268
"L08010_at"	659	218	1188	2279	1593	20	423	177	860	159	759
"L08044_s_at"	20	2993	20	20	780	73	10	860	173	853	20
"L08069_at"	706	340	1014	1197	20	5026	2455	2562	2370	959	20
"L08096_s_at"	670	2170	938	827	1765	533	375	344	1318	832	341
"L08177_at"	20	20	20	20	20	20	728	20	155	73	20
"L08187_at"	2467	3809	3783	5588	332	1026	1881	2222	2365	1296	1276
"L08246_at"	2832	1041	1987	1431	718	697	3871	1485	2726	2652	599
"L08424_at"	1522	51	589	3137	20	194	621	319	1032	366	1039
"L08485_at"	20	908	20	600	800	276	112	271	248	263	20
"L08488_at"	388	20	20	20	20	1376	2012	496	1343	624	269
"L08666_at"	3776	6326	4413	5078	7497	10295	9848	6770	7536	5903	3232
"L08835_rna2_s_at"	5696	16148	7041	10309	7397	8196	5243	3683	8608	6847	10457
"L08895_at"	220	97	445	20	20	259	864	863	202	833	32
"L08904_at"	3443	20	1018	4820	3197	2795	1835	1607	966	1932	1496
"L09190_rna1_at"	225	127	590	522	193	169	365	456	543	342	472
"L09209_s_at"	4920	9723	7832	3125	8957	11321	13574	10904	10656	14560	14333
"L09229_s_at"	2113	1121	2671	2903	3489	4401	1286	2267	2372	3620	1426
"L09230_s_at"	20	20	20	20	20	20	20	20	20	20	20
"L09234_at"	20	418	20	69	20	20	20	131	20	8	115
"L09235_at"	245	20	983	77	122	1676	20	532	647	59	8
"L09260_at"	2350	6108	3187	2350	3738	2509	3924	2997	2136	2598	4233
"L09604_at"	4417	9714	3574	9736	6590	3382	6233	7040	2739	5882	5147
"L09708_at"	169	20	1471	20	20	20	2438	2430	1412	1890	1418
"L09717_at"	1726	1651	746	1027	1076	1589	1997	905	704	1201	1071
"L09749_at"	20	1432	20	20	20	20	20	20	280	20	20
"L09753_at"	20	1158	20	20	20	20	20	20	20	20	20
"L10035_at"	149	20	20	20	20	20	213	20	20	20	86
"L10102_rna1_at"	20	626	934	20	20	1158	188	20	281	189	321
"L10123_at"	253	1972	416	420	1421	344	258	0	211	120	604
"L10284_at"	12632	7776	14372	11736	13888	13004	16191	9058	15213	12806	13884
"L10333_s_at"	4055	5135	5414	1675	6199	12498	3109	3706	2182	4945	4147
"L10338_s_at"	4881	13862	6006	6901	10433	15509	4017	4818	7041	5978	6547
"L10343_at"	154	20	20	2302	20	20	146	436	1289	139	546
"L10373_at"	5207	10127	9861	3686	8316	15588	12791	3438	13291	6827	2605
"L10374_at"	879	904	306	2091	695	1337	344	413	776	663	874
"L10377_s_at"	20	20	20	20	20	20	20	20	20	20	20
"L10378_at"	3820	3384	3772	6434	4858	3391	1998	1377	2430	1955	2019
"L10381_at"	20	20	20	20	20	20	63	20	150	30	20
"L10386_at"	221	966	386	689	273	3354	715	737	448	57	2216
"L10403_at"	20	20	20	20	20	20	20	20	640	20	20
"L10405_at"	665	169	371	808	1497	1336	232	203	1025	158	608
"L10413_at"	18289	1939	9995	10994	13754	16841	6153	4537	6928	8221	19313
"L10615_s_at"	1985	11107	11263	5140	11130	10323	4292	4720	7366	4874	6876
"L10665_at"	720	20	332	20	1447	657	548	563	597	501	901
"L10678_at"	6652	4010	11030	3778	7122	14940	22201	8090	9587	11386	4935
"L10717_at"	20	20	325	20	20	20	20	20	20	193	20
"L10838_at"	846	1702	3083	1521	2461	1318	1008	417	4254	617	567
"L10844_at"	20	20	20	801	20	20	20	632	1655	20	93
"L10910_at"	1014	233	399	1034	49	330	866	695	1045	416	704
"L10955_cds1_s_at"	20	20	1196	794	804	1603	235	20	98	326	20
"L11005_at"	413	20	504	573	1005	1397	214	343	190	20	260
"L11066_at"	7104	6479	7909	7416	6590	10973	7020	5512	6863	9517	12688
"L11238_s_at"	170	20	315	713	613	20	39	108	57	294	45
"L11239_at"	238	362	20	20	20	244	26	113	420	20	20
"L11244_s_at"	20	20	20	20	20	20	20	20	20	20	20
"L11284_at"	1935	911	2178	797	2340	2748	779	1071	1864	1679	969
"L11285_at"	10781	5166	8251	9774	14005	10775	11979	8806	16760	9771	13043
"L11329_at"	20	20	20	20	20	20	20	20	20	20	20
"L11353_at"	896	20	20	20	643	842	94	20	334	59	276
"L11369_at"	4726	20	4930	3773	20	766	1451	1027	4230	2367	4660
"L11370_at"	8727	12545	5663	15247	9470	8574	4833	2130	6124	5228	9118
"L11372_at"	307	20	555	1162	497	752	102	41	563	506	336
"L11373_at"	22892	18989	23536	28894	12322	15090	38735	22734	16697	25267	40150
"L11566_at"	18624	26812	19571	14370	29935	15764	40768	27938	25040	34543	50606
"L11573_at"	404	620	20	493	20	39	7	163	20	0	20
"L11669_at"	874	232	576	5035	143	1200	739	661	2338	885	1968
"L11672_at"	16188	19200	20140	26399	22093	27787	7419	10543	21367	15498	16241
"L11672_r_at"	1671	1228	9916	9932	2883	9939	3707	6171	9197	9065	6696
"L11695_at"	20	1827	83	20	20	82	20	106	62	20	20
"L11701_s_at"	806	20	493	1777	2213	2051	143	655	238	205	20
"L11702_at"	598	1994	871	4467	372	1383	283	395	1180	560	684
"L11708_at"	176	447	426	2648	1770	895	556	927	539	260	542
"L11931_at"	20	20	20	20	20	20	336	20	20	20	20
"L12052_at"	20	20	128	20	20	20	20	20	20	20	20
"L12060_s_at"	868	872	20	818	20	20	4	359	420	132	667
"L12168_at"	11090	7779	11382	13885	11117	6515	17580	12540	12132	10802	11963
"L12350_at"	1159	365	2037	881	20	20	4151	1081	2628	1204	1228
"L12392_at"	5157	7727	4787	7012	3798	4228	3006	3364	3333	3457	5467
"L12468_at"	411	20	52	533	232	356	92	303	152	75	125
"L12535_at"	557	380	659	565	1212	521	2063	1057	1911	1183	343
"L12701_cds2_at"	20	1358	1059	20	1210	1214	417	1076	640	280	439
"L12711_s_at"	4393	7906	5915	3536	5974	9831	3451	4712	1449	4815	909
"L12723_at"	1222	4806	924	529	295	1466	396	254	859	244	20
"L12760_s_at"	20	20	193	234	20	189	51	370	54	15	322
"L13042_at"	479	20	831	696	2271	377	484	667	536	428	675
"L13197_at"	1204	9	765	1279	3114	1006	888	1078	2187	449	1877
"L13203_at"	4888	9713	5333	5089	12044	4453	3101	3453	5871	2651	3588
"L13210_at"	25003	20	5961	6204	4483	3950	9115	12631	10755	10201	12214
"L13258_at"	20	20	20	15	20	20	20	151	20	257	438
